"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"prop_switch_y"
9	0.507796138411858	15	15	"Churn"	0.5
10	0.49261479120473	15	15	"Churn"	0.5
11	0.455882162930422	15	15	"Churn"	0.5
12	0.46119883346695	15	15	"Churn"	0.5
13	0.435676978706308	15	15	"Churn"	0.5
14	0.539691221580657	15	15	"Churn"	0.5
15	0.542799678197908	15	15	"Churn"	0.5
16	0.519336327345309	15	15	"Churn"	0.5
17	0.50032348754867	15	15	"Churn"	0.5
18	0.475469160706645	15	15	"Churn"	0.5
19	0.564766808712121	15	15	"Churn"	0.5
20	0.442858033932136	15	15	"Churn"	0.5
21	0.525107074287402	15	15	"Churn"	0.5
22	0.520131749794513	15	15	"Churn"	0.5
23	0.540421549785834	15	15	"Churn"	0.5
24	0.468895362777538	15	15	"Churn"	0.5
25	0.490161001788909	15	15	"Churn"	0.5
26	0.498556565483336	15	15	"Churn"	0.5
27	0.466061251590771	15	15	"Churn"	0.5
28	0.508728282222301	15	15	"Churn"	0.5
29	0.457185564808883	15	15	"Churn"	0.5
30	0.501052281789987	15	15	"Churn"	0.5
1	0.499875249500998	16	16	"Churn"	0.5
2	0.505332623106061	16	16	"Churn"	0.5
3	0.492374945107589	16	16	"Churn"	0.5
4	0.479652794014496	16	16	"Churn"	0.5
5	0.48887891092717	16	16	"Churn"	0.5
6	0.444770462742221	16	16	"Churn"	0.5
7	0.506044047027654	16	16	"Churn"	0.5
8	0.554622654276435	16	16	"Churn"	0.5
9	0.494411177644711	16	16	"Churn"	0.5
10	0.539103857203986	16	16	"Churn"	0.5
11	0.555373139876343	16	16	"Churn"	0.5
12	0.52742474916388	16	16	"Churn"	0.5
13	0.507617155158139	16	16	"Churn"	0.5
14	0.585896070075758	16	16	"Churn"	0.5
15	0.488117549065542	16	16	"Churn"	0.5
16	0.52418892582827	16	16	"Churn"	0.5
17	0.500113436560603	16	16	"Churn"	0.5
18	0.435054260426221	16	16	"Churn"	0.5
19	0.493418466413332	16	16	"Churn"	0.5
20	0.446032333051564	16	16	"Churn"	0.5
21	0.51115699770567	16	16	"Churn"	0.5
22	0.552633484162896	16	16	"Churn"	0.5
23	0.488704781178852	16	16	"Churn"	0.5
24	0.573811864962307	16	16	"Churn"	0.5
25	0.541598053892216	16	16	"Churn"	0.5
26	0.4779449118416	16	16	"Churn"	0.5
27	0.554435747612611	16	16	"Churn"	0.5
28	0.496293953959018	16	16	"Churn"	0.5
29	0.467077413925211	16	16	"Churn"	0.5
30	0.593673572147892	16	16	"Churn"	0.5
1	0.435371157396508	17	17	"Churn"	0.5
2	0.546523560503824	17	17	"Churn"	0.5
3	0.436276389324596	17	17	"Churn"	0.5
4	0.530812598254459	17	17	"Churn"	0.5
5	0.521138903068459	17	17	"Churn"	0.5
6	0.528933832125322	17	17	"Churn"	0.5
7	0.513084907265612	17	17	"Churn"	0.5
8	0.472192676813986	17	17	"Churn"	0.5
9	0.459010239747945	17	17	"Churn"	0.5
10	0.464655941022263	17	17	"Churn"	0.5
11	0.512286645257673	17	17	"Churn"	0.5
12	0.483877856075165	17	17	"Churn"	0.5
13	0.538899929857377	17	17	"Churn"	0.5
14	0.491026341818939	17	17	"Churn"	0.5
15	0.542936742051786	17	17	"Churn"	0.5
16	0.478455505279035	17	17	"Churn"	0.5
17	0.473883972468043	17	17	"Churn"	0.5
18	0.459366020114943	17	17	"Churn"	0.5
19	0.449582595497091	17	17	"Churn"	0.5
20	0.484470588235294	17	17	"Churn"	0.5
21	0.48147490530303	17	17	"Churn"	0.5
22	0.536170152946469	17	17	"Churn"	0.5
23	0.475575110864745	17	17	"Churn"	0.5
24	0.502092588262801	17	17	"Churn"	0.5
25	0.490284247757074	17	17	"Churn"	0.5
26	0.543913462767379	17	17	"Churn"	0.5
27	0.460434782608696	17	17	"Churn"	0.5
28	0.501556926580455	17	17	"Churn"	0.5
29	0.517451059265219	17	17	"Churn"	0.5
30	0.496223274868775	17	17	"Churn"	0.5
1	0.536036036036036	18	18	"Churn"	0.5
2	0.529838103608595	18	18	"Churn"	0.5
3	0.520288731354305	18	18	"Churn"	0.5
4	0.497469282963506	18	18	"Churn"	0.5
5	0.523551890587289	18	18	"Churn"	0.5
6	0.511926156855554	18	18	"Churn"	0.5
7	0.544616949918981	18	18	"Churn"	0.5
8	0.409382085816596	18	18	"Churn"	0.5
9	0.473117839607201	18	18	"Churn"	0.5
10	0.438956004909878	18	18	"Churn"	0.5
11	0.462997833899473	18	18	"Churn"	0.5
12	0.489167590539542	18	18	"Churn"	0.5
13	0.469629647277449	18	18	"Churn"	0.5
14	0.468437628371902	18	18	"Churn"	0.5
15	0.447375362701134	18	18	"Churn"	0.5
16	0.462883861236802	18	18	"Churn"	0.5
17	0.498384232954545	18	18	"Churn"	0.5
18	0.527757926379672	18	18	"Churn"	0.5
19	0.409785480175825	18	18	"Churn"	0.5
20	0.531155354449472	18	18	"Churn"	0.5
21	0.467851219253979	18	18	"Churn"	0.5
22	0.476581077662535	18	18	"Churn"	0.5
23	0.532178556757497	18	18	"Churn"	0.5
24	0.480121007984032	18	18	"Churn"	0.5
25	0.509667703070346	18	18	"Churn"	0.5
26	0.450528309528631	18	18	"Churn"	0.5
27	0.471007715688567	18	18	"Churn"	0.5
28	0.591938961487605	18	18	"Churn"	0.5
29	0.548664343786295	18	18	"Churn"	0.5
30	0.507299358725223	18	18	"Churn"	0.5
1	0.558357153780099	19	19	"Churn"	0.5
2	0.452796380090498	19	19	"Churn"	0.5
3	0.450289059463661	19	19	"Churn"	0.5
4	0.532813024504867	19	19	"Churn"	0.5
5	0.460431751139716	19	19	"Churn"	0.5
6	0.45043637743486	19	19	"Churn"	0.5
7	0.452536031042129	19	19	"Churn"	0.5
8	0.503499251497006	19	19	"Churn"	0.5
9	0.459943298440066	19	19	"Churn"	0.5
10	0.493620562130178	19	19	"Churn"	0.5
11	0.498569594718504	19	19	"Churn"	0.5
12	0.479607250755287	19	19	"Churn"	0.5
13	0.525286781694613	19	19	"Churn"	0.5
14	0.509219561504409	19	19	"Churn"	0.5
15	0.461018741213241	19	19	"Churn"	0.5
16	0.494781976744186	19	19	"Churn"	0.5
17	0.498435496582795	19	19	"Churn"	0.5
18	0.557470667036216	19	19	"Churn"	0.5
19	0.466155189620758	19	19	"Churn"	0.5
20	0.544570138226621	19	19	"Churn"	0.5
21	0.519101068281396	19	19	"Churn"	0.5
22	0.526775868264215	19	19	"Churn"	0.5
23	0.478905848053507	19	19	"Churn"	0.5
24	0.505241402313364	19	19	"Churn"	0.5
25	0.492256095263217	19	19	"Churn"	0.5
26	0.48655698467473	19	19	"Churn"	0.5
27	0.558663091715976	19	19	"Churn"	0.5
28	0.515509785936365	19	19	"Churn"	0.5
29	0.505231689088191	19	19	"Churn"	0.5
30	0.466844512195122	19	19	"Churn"	0.5
1	0.455447743745616	20	20	"Churn"	0.5
2	0.409916620473023	20	20	"Churn"	0.5
3	0.514032753081091	20	20	"Churn"	0.5
4	0.472408599205806	20	20	"Churn"	0.5
5	0.530875284593979	20	20	"Churn"	0.5
6	0.558374798555481	20	20	"Churn"	0.5
7	0.508902077151335	20	20	"Churn"	0.5
8	0.534340958605664	20	20	"Churn"	0.5
9	0.513353095365529	20	20	"Churn"	0.5
10	0.499217287731836	20	20	"Churn"	0.5
11	0.507051606374905	20	20	"Churn"	0.5
12	0.515475113122172	20	20	"Churn"	0.5
13	0.488160355718672	20	20	"Churn"	0.5
14	0.507938266134987	20	20	"Churn"	0.5
15	0.513876319758673	20	20	"Churn"	0.5
16	0.574741439514028	20	20	"Churn"	0.5
17	0.481954751131222	20	20	"Churn"	0.5
18	0.502301827075241	20	20	"Churn"	0.5
19	0.491280212515039	20	20	"Churn"	0.5
20	0.496308594641472	20	20	"Churn"	0.5
21	0.529101695117157	20	20	"Churn"	0.5
22	0.494563132403012	20	20	"Churn"	0.5
23	0.534736279802069	20	20	"Churn"	0.5
24	0.468862649190518	20	20	"Churn"	0.5
25	0.576475118563457	20	20	"Churn"	0.5
26	0.533605875831486	20	20	"Churn"	0.5
27	0.495581942096365	20	20	"Churn"	0.5
28	0.450344149459194	20	20	"Churn"	0.5
29	0.492507102272727	20	20	"Churn"	0.5
30	0.498256157493479	20	20	"Churn"	0.5
1	0.482917557326078	21	21	"Churn"	0.5
2	0.522389631630466	21	21	"Churn"	0.5
3	0.540741589921918	21	21	"Churn"	0.5
4	0.54688160397295	21	21	"Churn"	0.5
5	0.554806262887834	21	21	"Churn"	0.5
6	0.532630379025363	21	21	"Churn"	0.5
7	0.523484281437126	21	21	"Churn"	0.5
8	0.532553044848127	21	21	"Churn"	0.5
9	0.545636225651404	21	21	"Churn"	0.5
10	0.466279425659042	21	21	"Churn"	0.5
11	0.488372093023256	21	21	"Churn"	0.5
12	0.518546492111447	21	21	"Churn"	0.5
13	0.513375917025044	21	21	"Churn"	0.5
14	0.527612439299769	21	21	"Churn"	0.5
15	0.517620452310718	21	21	"Churn"	0.5
16	0.438075153374233	21	21	"Churn"	0.5
17	0.533552320075758	21	21	"Churn"	0.5
18	0.475867178390983	21	21	"Churn"	0.5
19	0.545447920715118	21	21	"Churn"	0.5
20	0.471601258486504	21	21	"Churn"	0.5
21	0.51527748522433	21	21	"Churn"	0.5
22	0.536860484103955	21	21	"Churn"	0.5
23	0.472669061377479	21	21	"Churn"	0.5
24	0.514759082512315	21	21	"Churn"	0.5
25	0.555880541871921	21	21	"Churn"	0.5
26	0.47944050607985	21	21	"Churn"	0.5
27	0.526074035790426	21	21	"Churn"	0.5
28	0.510072463768116	21	21	"Churn"	0.5
29	0.517920717513351	21	21	"Churn"	0.5
30	0.501107804232804	21	21	"Churn"	0.5
1	0.466204418987326	22	22	"Churn"	0.5
2	0.505385914464375	22	22	"Churn"	0.5
3	0.533487697446339	22	22	"Churn"	0.5
4	0.473983584880937	22	22	"Churn"	0.5
5	0.461033713054187	22	22	"Churn"	0.5
6	0.486187705540096	22	22	"Churn"	0.5
7	0.467663799645839	22	22	"Churn"	0.5
8	0.530229283990346	22	22	"Churn"	0.5
9	0.514032240078308	22	22	"Churn"	0.5
10	0.484273879651899	22	22	"Churn"	0.5
11	0.53347209653092	22	22	"Churn"	0.5
12	0.452923739280799	22	22	"Churn"	0.5
13	0.544512867533176	22	22	"Churn"	0.5
14	0.499729339588596	22	22	"Churn"	0.5
15	0.500422885868465	22	22	"Churn"	0.5
16	0.512284164835981	22	22	"Churn"	0.5
17	0.496187712753263	22	22	"Churn"	0.5
18	0.51266716409344	22	22	"Churn"	0.5
19	0.451038219920395	22	22	"Churn"	0.5
20	0.467536892710669	22	22	"Churn"	0.5
21	0.479158569762923	22	22	"Churn"	0.5
22	0.485460550628234	22	22	"Churn"	0.5
23	0.546470805617147	22	22	"Churn"	0.5
24	0.491145833333333	22	22	"Churn"	0.5
25	0.493424380374305	22	22	"Churn"	0.5
26	0.531069176155724	22	22	"Churn"	0.5
27	0.473212579769957	22	22	"Churn"	0.5
28	0.494539915103382	22	22	"Churn"	0.5
29	0.496075524353552	22	22	"Churn"	0.5
30	0.562727429260173	22	22	"Churn"	0.5
1	0.515357384559321	23	23	"Churn"	0.5
2	0.467772298872911	23	23	"Churn"	0.5
3	0.479313909167259	23	23	"Churn"	0.5
4	0.439491838321026	23	23	"Churn"	0.5
5	0.533346520884285	23	23	"Churn"	0.5
6	0.506584453305765	23	23	"Churn"	0.5
7	0.491322143412359	23	23	"Churn"	0.5
8	0.479372052458169	23	23	"Churn"	0.5
9	0.520987215909091	23	23	"Churn"	0.5
10	0.449069027166093	23	23	"Churn"	0.5
11	0.503681200402512	23	23	"Churn"	0.5
12	0.56032842295767	23	23	"Churn"	0.5
13	0.474865761689291	23	23	"Churn"	0.5
14	0.455858653586007	23	23	"Churn"	0.5
15	0.520984334814122	23	23	"Churn"	0.5
16	0.48121346738368	23	23	"Churn"	0.5
17	0.526022424055829	23	23	"Churn"	0.5
18	0.46683930369731	23	23	"Churn"	0.5
19	0.484041150092324	23	23	"Churn"	0.5
20	0.505414648047877	23	23	"Churn"	0.5
21	0.469365763546798	23	23	"Churn"	0.5
22	0.481542735318819	23	23	"Churn"	0.5
23	0.48751871257485	23	23	"Churn"	0.5
24	0.493888482228961	23	23	"Churn"	0.5
25	0.523453093812375	23	23	"Churn"	0.5
26	0.467518939393939	23	23	"Churn"	0.5
27	0.481692758332103	23	23	"Churn"	0.5
28	0.546545870288248	23	23	"Churn"	0.5
29	0.527251885369532	23	23	"Churn"	0.5
30	0.532708831319853	23	23	"Churn"	0.5
1	0.481908970900534	24	24	"Churn"	0.5
2	0.481063875701338	24	24	"Churn"	0.5
3	0.492859853275993	24	24	"Churn"	0.5
4	0.498238310708899	24	24	"Churn"	0.5
5	0.508467501490757	24	24	"Churn"	0.5
6	0.492965616214372	24	24	"Churn"	0.5
7	0.470018771788683	24	24	"Churn"	0.5
8	0.47399489818166	24	24	"Churn"	0.5
9	0.526301976356748	24	24	"Churn"	0.5
10	0.455541292255028	24	24	"Churn"	0.5
11	0.517540829332793	24	24	"Churn"	0.5
12	0.531780453588964	24	24	"Churn"	0.5
13	0.544182639046065	24	24	"Churn"	0.5
14	0.475135788945182	24	24	"Churn"	0.5
15	0.476161361407263	24	24	"Churn"	0.5
16	0.518248772504092	24	24	"Churn"	0.5
17	0.429868590749068	24	24	"Churn"	0.5
18	0.544645700383405	24	24	"Churn"	0.5
19	0.534699978646167	24	24	"Churn"	0.5
20	0.48933423822641	24	24	"Churn"	0.5
21	0.527281012256974	24	24	"Churn"	0.5
22	0.470714932126697	24	24	"Churn"	0.5
23	0.471011142186936	24	24	"Churn"	0.5
24	0.512342451059265	24	24	"Churn"	0.5
25	0.48568379405487	24	24	"Churn"	0.5
26	0.501604826546003	24	24	"Churn"	0.5
27	0.455875284593979	24	24	"Churn"	0.5
28	0.539332476034604	24	24	"Churn"	0.5
29	0.505421978935698	24	24	"Churn"	0.5
30	0.487452567670124	24	24	"Churn"	0.5
1	0.530475231381576	25	25	"Churn"	0.5
2	0.497893920795917	25	25	"Churn"	0.5
3	0.47370282453364	25	25	"Churn"	0.5
4	0.48706922224737	25	25	"Churn"	0.5
5	0.502135929802956	25	25	"Churn"	0.5
6	0.516828049351866	25	25	"Churn"	0.5
7	0.518478211836882	25	25	"Churn"	0.5
8	0.509564393939394	25	25	"Churn"	0.5
9	0.500350111921024	25	25	"Churn"	0.5
10	0.479573910193379	25	25	"Churn"	0.5
11	0.509712213599409	25	25	"Churn"	0.5
12	0.489516632828362	25	25	"Churn"	0.5
13	0.442693942285056	25	25	"Churn"	0.5
14	0.505693945546358	25	25	"Churn"	0.5
15	0.480982945167798	25	25	"Churn"	0.5
16	0.474061631888365	25	25	"Churn"	0.5
17	0.445312167812345	25	25	"Churn"	0.5
18	0.522197127430568	25	25	"Churn"	0.5
19	0.561470170454546	25	25	"Churn"	0.5
20	0.478679853843378	25	25	"Churn"	0.5
21	0.497476672209904	25	25	"Churn"	0.5
22	0.514340672348485	25	25	"Churn"	0.5
23	0.455775938362226	25	25	"Churn"	0.5
24	0.407929983700659	25	25	"Churn"	0.5
25	0.482373639383077	25	25	"Churn"	0.5
26	0.488133723316913	25	25	"Churn"	0.5
27	0.479986889544412	25	25	"Churn"	0.5
28	0.449086365766047	25	25	"Churn"	0.5
29	0.487619812891006	25	25	"Churn"	0.5
30	0.45363025885324	25	25	"Churn"	0.5
1	0.481905864197531	26	26	"Churn"	0.5
2	0.518096796820201	26	26	"Churn"	0.5
3	0.460465336233803	26	26	"Churn"	0.5
4	0.50902231626013	26	26	"Churn"	0.5
5	0.502599291677207	26	26	"Churn"	0.5
6	0.502655480295567	26	26	"Churn"	0.5
7	0.533002353211272	26	26	"Churn"	0.5
8	0.479538062497427	26	26	"Churn"	0.5
9	0.536561672455321	25	26	"Churn"	0.5
10	0.451497395833333	26	26	"Churn"	0.5
11	0.498756967670011	26	26	"Churn"	0.5
12	0.560287746763157	26	26	"Churn"	0.5
13	0.501183292651195	26	26	"Churn"	0.5
14	0.517368448858833	26	26	"Churn"	0.5
15	0.483815050683951	26	26	"Churn"	0.5
16	0.529803729923922	26	26	"Churn"	0.5
17	0.460979003288642	26	26	"Churn"	0.5
18	0.484084464555053	26	26	"Churn"	0.5
19	0.491600022687312	26	26	"Churn"	0.5
20	0.466729007588121	26	26	"Churn"	0.5
21	0.510087275486972	26	26	"Churn"	0.5
22	0.549960784313726	26	26	"Churn"	0.5
23	0.493019405100837	26	26	"Churn"	0.5
24	0.523707082470669	26	26	"Churn"	0.5
25	0.514858547645433	26	26	"Churn"	0.5
26	0.472301659125189	26	26	"Churn"	0.5
27	0.5223618120008	26	26	"Churn"	0.5
28	0.527298230470436	26	26	"Churn"	0.5
29	0.496388702638482	26	26	"Churn"	0.5
30	0.487521888810797	26	26	"Churn"	0.5
1	0.550674899677075	27	27	"Churn"	0.5
2	0.523999167057109	27	27	"Churn"	0.5
3	0.479797115340728	27	27	"Churn"	0.5
4	0.458127024879271	27	27	"Churn"	0.5
5	0.499655132101941	27	27	"Churn"	0.5
6	0.492330207928488	27	27	"Churn"	0.5
7	0.48551363941137	27	27	"Churn"	0.5
8	0.539612046962736	27	27	"Churn"	0.5
9	0.546667128603104	27	27	"Churn"	0.5
10	0.464506392045455	27	27	"Churn"	0.5
11	0.501389597867393	27	27	"Churn"	0.5
12	0.511239390015825	27	27	"Churn"	0.5
13	0.532388222464558	27	27	"Churn"	0.5
14	0.475235205663566	27	27	"Churn"	0.5
15	0.424211161387632	27	27	"Churn"	0.5
16	0.485782681332481	27	27	"Churn"	0.5
17	0.439419428282317	27	27	"Churn"	0.5
18	0.541381395773426	27	27	"Churn"	0.5
19	0.522842756836659	27	27	"Churn"	0.5
20	0.516942828231723	27	27	"Churn"	0.5
21	0.534830339321357	27	27	"Churn"	0.5
22	0.476687975486052	27	27	"Churn"	0.5
23	0.508580693742713	27	27	"Churn"	0.5
24	0.546706781590503	27	27	"Churn"	0.5
25	0.487089486980179	27	27	"Churn"	0.5
26	0.534160052910053	27	27	"Churn"	0.5
27	0.509036707972878	27	27	"Churn"	0.5
28	0.481672147735897	27	27	"Churn"	0.5
29	0.53001497005988	27	27	"Churn"	0.5
30	0.52243134469697	27	27	"Churn"	0.5
1	0.482920143186022	28	28	"Churn"	0.5
2	0.494952073053145	28	28	"Churn"	0.5
3	0.515845437034723	26	28	"Churn"	0.5
4	0.50874087473351	28	28	"Churn"	0.5
5	0.550900619501275	28	28	"Churn"	0.5
6	0.539224014234058	28	28	"Churn"	0.5
7	0.495280116181756	28	28	"Churn"	0.5
8	0.556939454775993	28	28	"Churn"	0.5
9	0.483163126361656	28	28	"Churn"	0.5
10	0.458315818971557	28	28	"Churn"	0.5
11	0.503103811082534	28	28	"Churn"	0.5
12	0.49873378243513	28	28	"Churn"	0.5
13	0.517465419273374	28	28	"Churn"	0.5
14	0.517975126311698	28	28	"Churn"	0.5
15	0.479322532063739	28	28	"Churn"	0.5
16	0.517441998106061	28	28	"Churn"	0.5
17	0.465541903539336	28	28	"Churn"	0.5
18	0.467388206723085	28	28	"Churn"	0.5
19	0.492796221627665	28	28	"Churn"	0.5
20	0.498594408870842	28	28	"Churn"	0.5
21	0.488204308712121	28	28	"Churn"	0.5
22	0.47542214345493	28	28	"Churn"	0.5
23	0.471980664593859	28	28	"Churn"	0.5
24	0.526755914175683	25	28	"Churn"	0.5
25	0.415184302218962	28	28	"Churn"	0.5
26	0.454916225749559	28	28	"Churn"	0.5
27	0.480913441609828	27	28	"Churn"	0.5
28	0.492971755988898	28	28	"Churn"	0.5
29	0.481580693815988	28	28	"Churn"	0.5
30	0.453858220211161	28	28	"Churn"	0.5
1	0.493479635719707	29	29	"Churn"	0.5
2	0.479430675707271	28	29	"Churn"	0.5
3	0.521490196078431	29	29	"Churn"	0.5
4	0.509045278678239	29	29	"Churn"	0.5
5	0.468413197379544	29	29	"Churn"	0.5
6	0.481212717141921	29	29	"Churn"	0.5
7	0.497734837278107	29	29	"Churn"	0.5
8	0.553995811287478	29	29	"Churn"	0.5
9	0.481772575250836	29	29	"Churn"	0.5
10	0.505039875941515	29	29	"Churn"	0.5
11	0.559529408509932	29	29	"Churn"	0.5
12	0.513379145192358	29	29	"Churn"	0.5
13	0.490544796709876	29	29	"Churn"	0.5
14	0.546169507764781	29	29	"Churn"	0.5
15	0.491844393703848	29	29	"Churn"	0.5
16	0.512719992327243	29	29	"Churn"	0.5
17	0.515964952791461	29	29	"Churn"	0.5
18	0.480337648863226	29	29	"Churn"	0.5
19	0.509891213968958	29	29	"Churn"	0.5
20	0.477583413209183	29	29	"Churn"	0.5
21	0.485112228197335	29	29	"Churn"	0.5
22	0.478599791013584	27	29	"Churn"	0.5
23	0.49194938565927	29	29	"Churn"	0.5
24	0.470298361868882	29	29	"Churn"	0.5
25	0.46055484654367	29	29	"Churn"	0.5
26	0.582279322920708	29	29	"Churn"	0.5
27	0.546796820201076	29	29	"Churn"	0.5
28	0.430653958614485	29	29	"Churn"	0.5
29	0.458038279967159	29	29	"Churn"	0.5
30	0.489391030374637	29	29	"Churn"	0.5
1	0.540962273577562	30	30	"Churn"	0.5
2	0.488777180266542	30	30	"Churn"	0.5
3	0.464616343767277	30	30	"Churn"	0.5
4	0.465858989335645	30	30	"Churn"	0.5
5	0.507680420540997	30	30	"Churn"	0.5
6	0.529796943500734	30	30	"Churn"	0.5
7	0.50088540349102	30	30	"Churn"	0.5
8	0.525970029267312	25	30	"Churn"	0.5
9	0.501289254926108	30	30	"Churn"	0.5
10	0.507046146969216	30	30	"Churn"	0.5
11	0.445765586992703	30	30	"Churn"	0.5
12	0.52846455505279	30	30	"Churn"	0.5
13	0.546398346146392	28	30	"Churn"	0.5
14	0.52317235511274	30	30	"Churn"	0.5
15	0.47921568627451	30	30	"Churn"	0.5
16	0.466383375444191	30	30	"Churn"	0.5
17	0.488018606684804	30	30	"Churn"	0.5
18	0.484675258684405	30	30	"Churn"	0.5
19	0.507981280040476	30	30	"Churn"	0.5
20	0.497379948179906	30	30	"Churn"	0.5
21	0.491679273827534	21	30	"Churn"	0.5
22	0.531866572960591	27	30	"Churn"	0.5
23	0.513002977264525	30	30	"Churn"	0.5
24	0.574258817776148	27	30	"Churn"	0.5
25	0.472879241516966	30	30	"Churn"	0.5
26	0.455789691710635	29	30	"Churn"	0.5
27	0.507777854767184	30	30	"Churn"	0.5
28	0.522987128577297	30	30	"Churn"	0.5
29	0.471078794749924	30	30	"Churn"	0.5
30	0.491778226052937	30	30	"Churn"	0.5
1	0.806929181929182	1	1	"Heart"	0
2	0.831508135168961	1	1	"Heart"	0
3	0.856081495098039	1	1	"Heart"	0
4	0.82051282051282	1	1	"Heart"	0
5	0.786015810883414	1	1	"Heart"	0
6	0.805898855106528	1	1	"Heart"	0
7	0.79585589828114	1	1	"Heart"	0
8	0.755723443223443	1	1	"Heart"	0
9	0.806538461538462	1	1	"Heart"	0
10	0.796798697775366	1	1	"Heart"	0
11	0.829169505640094	1	1	"Heart"	0
12	0.773484848484848	1	1	"Heart"	0
13	0.852155434122647	1	1	"Heart"	0
14	0.772841003866859	1	1	"Heart"	0
15	0.787878787878788	1	1	"Heart"	0
16	0.82296104686549	1	1	"Heart"	0
17	0.795634920634921	1	1	"Heart"	0
18	0.806153134397409	1	1	"Heart"	0
19	0.825699939135727	1	1	"Heart"	0
20	0.799621212121212	1	1	"Heart"	0
21	0.808111380145279	1	1	"Heart"	0
22	0.781649385097661	1	1	"Heart"	0
23	0.805735930735931	1	1	"Heart"	0
24	0.829914140262898	1	1	"Heart"	0
25	0.812121670702179	1	1	"Heart"	0
26	0.766925005698655	1	1	"Heart"	0
27	0.782577311754426	1	1	"Heart"	0
28	0.799249387254902	1	1	"Heart"	0
29	0.813955269607843	1	1	"Heart"	0
30	0.791433457711443	1	1	"Heart"	0
1	0.786897130647131	2	2	"Heart"	0
2	0.860620815581254	2	2	"Heart"	0
3	0.826619211514393	2	2	"Heart"	0
4	0.840769230769231	2	2	"Heart"	0
5	0.828461538461538	1	2	"Heart"	0
6	0.786507936507936	1	2	"Heart"	0
7	0.790643274853801	1	2	"Heart"	0
8	0.826654523375835	2	2	"Heart"	0
9	0.863207547169811	2	2	"Heart"	0
10	0.833232238987035	2	2	"Heart"	0
11	0.800060864272672	1	2	"Heart"	0
12	0.871210376851639	2	2	"Heart"	0
13	0.832105303553611	2	2	"Heart"	0
14	0.825925925925926	1	2	"Heart"	0
15	0.814480684709692	2	2	"Heart"	0
16	0.837301587301587	2	2	"Heart"	0
17	0.835098626141684	1	2	"Heart"	0
18	0.828617810760668	2	2	"Heart"	0
19	0.80383762709273	1	2	"Heart"	0
20	0.832	1	2	"Heart"	0
21	0.833613638101063	2	2	"Heart"	0
22	0.844128305960367	2	2	"Heart"	0
23	0.809691863995143	2	2	"Heart"	0
24	0.803308823529412	1	2	"Heart"	0
25	0.83899461672606	2	2	"Heart"	0
26	0.789822494380281	1	2	"Heart"	0
27	0.799505533317636	1	2	"Heart"	0
28	0.803016348146443	1	2	"Heart"	0
29	0.831653846153846	2	2	"Heart"	0
30	0.793333333333333	2	2	"Heart"	0
1	0.882020340012143	3	3	"Heart"	0
2	0.875570602556299	3	3	"Heart"	0
3	0.896571428571429	3	3	"Heart"	0
4	0.865109555690809	3	3	"Heart"	0
5	0.887019230769231	3	3	"Heart"	0
6	0.855077492482073	3	3	"Heart"	0
7	0.868129347909181	3	3	"Heart"	0
8	0.871576923076923	3	3	"Heart"	0
9	0.893715763846622	3	3	"Heart"	0
10	0.870384382566586	3	3	"Heart"	0
11	0.880036840893392	3	3	"Heart"	0
12	0.854330708661417	3	3	"Heart"	0
13	0.859152752009895	3	3	"Heart"	0
14	0.887216619910531	3	3	"Heart"	0
15	0.900198761562572	3	3	"Heart"	0
16	0.881698646892439	3	3	"Heart"	0
17	0.900471552257266	3	3	"Heart"	0
18	0.853379017013232	3	3	"Heart"	0
19	0.893730769230769	3	3	"Heart"	0
20	0.869356833642548	3	3	"Heart"	0
21	0.895000382233774	3	3	"Heart"	0
22	0.891946517412935	3	3	"Heart"	0
23	0.882227632379793	3	3	"Heart"	0
24	0.847905071119357	3	3	"Heart"	0
25	0.865760994704122	3	3	"Heart"	0
26	0.870019047619048	3	3	"Heart"	0
27	0.882717917675545	3	3	"Heart"	0
28	0.889152205488877	3	3	"Heart"	0
29	0.86118700667881	3	3	"Heart"	0
30	0.888070692194403	3	3	"Heart"	0
1	0.898508825319537	4	4	"Heart"	0
2	0.880995749848209	4	4	"Heart"	0
3	0.871432908318154	4	4	"Heart"	0
4	0.889158763204565	4	4	"Heart"	0
5	0.937371428571429	4	4	"Heart"	0
6	0.886595547309833	4	4	"Heart"	0
7	0.909696691176471	4	4	"Heart"	0
8	0.868923076923077	4	4	"Heart"	0
9	0.887736494187372	4	4	"Heart"	0
10	0.879883040935672	4	4	"Heart"	0
11	0.884350654262159	4	4	"Heart"	0
12	0.90107120352867	4	4	"Heart"	0
13	0.937234365513054	4	4	"Heart"	0
14	0.883030163481464	4	4	"Heart"	0
15	0.854152209114041	4	4	"Heart"	0
16	0.892742673992674	4	4	"Heart"	0
17	0.883356654228856	4	4	"Heart"	0
18	0.898516163222046	4	4	"Heart"	0
19	0.854817708333333	4	4	"Heart"	0
20	0.823655161691542	4	4	"Heart"	0
21	0.908165625722878	4	4	"Heart"	0
22	0.886052492247183	4	4	"Heart"	0
23	0.879653450363196	4	4	"Heart"	0
24	0.869893806681653	4	4	"Heart"	0
25	0.878115384615385	4	4	"Heart"	0
26	0.857684433998029	4	4	"Heart"	0
27	0.878542663931312	4	4	"Heart"	0
28	0.902365491651206	4	4	"Heart"	0
29	0.921776460755262	4	4	"Heart"	0
