"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
11	0.976181773879142	4	4	"Obesity"	"Yes"	0.1
12	0.95589519650655	4	4	"Obesity"	"Yes"	0.1
13	0.962710542732377	4	4	"Obesity"	"Yes"	0.1
14	0.953059501630182	4	4	"Obesity"	"Yes"	0.1
15	0.973202453231424	4	4	"Obesity"	"Yes"	0.1
16	0.934312678062678	4	4	"Obesity"	"Yes"	0.1
17	0.972379912663755	4	4	"Obesity"	"Yes"	0.1
18	0.945297270955166	4	4	"Obesity"	"Yes"	0.1
19	0.935044407647147	4	4	"Obesity"	"Yes"	0.1
20	0.960771204510137	4	4	"Obesity"	"Yes"	0.1
21	0.931404676565967	4	4	"Obesity"	"Yes"	0.1
22	0.957549300015053	4	4	"Obesity"	"Yes"	0.1
23	0.952054597287413	4	4	"Obesity"	"Yes"	0.1
24	0.967963816350913	4	4	"Obesity"	"Yes"	0.1
25	0.951588137889508	4	4	"Obesity"	"Yes"	0.1
26	0.957108801728312	4	4	"Obesity"	"Yes"	0.1
27	0.958979258483065	4	4	"Obesity"	"Yes"	0.1
28	0.954532537652742	4	4	"Obesity"	"Yes"	0.1
29	0.961034306195596	4	4	"Obesity"	"Yes"	0.1
30	0.918174552429668	4	4	"Obesity"	"Yes"	0.1
1	0.959088581669227	5	5	"Obesity"	"Yes"	0.1
2	0.93640398187814	5	5	"Obesity"	"Yes"	0.1
3	0.963294337532881	5	5	"Obesity"	"Yes"	0.1
4	0.953680022733731	5	5	"Obesity"	"Yes"	0.1
5	0.940191056347778	5	5	"Obesity"	"Yes"	0.1
6	0.968814896857262	5	5	"Obesity"	"Yes"	0.1
7	0.959461704602093	5	5	"Obesity"	"Yes"	0.1
8	0.9588511208577	5	5	"Obesity"	"Yes"	0.1
9	0.960487891737892	5	5	"Obesity"	"Yes"	0.1
10	0.939050511508951	5	5	"Obesity"	"Yes"	0.1
11	0.947146832423837	5	5	"Obesity"	"Yes"	0.1
12	0.954382407985028	5	5	"Obesity"	"Yes"	0.1
13	0.964590397025046	5	5	"Obesity"	"Yes"	0.1
14	0.947472611954642	5	5	"Obesity"	"Yes"	0.1
15	0.949671772428884	5	5	"Obesity"	"Yes"	0.1
16	0.958718011724646	5	5	"Obesity"	"Yes"	0.1
17	0.963206627680312	5	5	"Obesity"	"Yes"	0.1
18	0.943708201066354	5	5	"Obesity"	"Yes"	0.1
19	0.95215907151391	5	5	"Obesity"	"Yes"	0.1
20	0.960958050671466	5	5	"Obesity"	"Yes"	0.1
21	0.966897181170358	5	5	"Obesity"	"Yes"	0.1
22	0.949930135072194	5	5	"Obesity"	"Yes"	0.1
23	0.974162397895611	5	5	"Obesity"	"Yes"	0.1
24	0.970380434782609	5	5	"Obesity"	"Yes"	0.1
25	0.959758138360014	5	5	"Obesity"	"Yes"	0.1
26	0.958328134747349	5	5	"Obesity"	"Yes"	0.1
27	0.970899006564398	5	5	"Obesity"	"Yes"	0.1
28	0.954069168506255	5	5	"Obesity"	"Yes"	0.1
29	0.971679096956259	5	5	"Obesity"	"Yes"	0.1
30	0.941642114805582	5	5	"Obesity"	"Yes"	0.1
1	0.95167503929485	6	6	"Obesity"	"Yes"	0.1
2	0.971689649443429	6	6	"Obesity"	"Yes"	0.1
3	0.962001424501424	6	6	"Obesity"	"Yes"	0.1
4	0.956113966969266	6	6	"Obesity"	"Yes"	0.1
5	0.994549232736573	6	6	"Obesity"	"Yes"	0.1
6	0.955645664379289	6	6	"Obesity"	"Yes"	0.1
7	0.940464192127163	6	6	"Obesity"	"Yes"	0.1
8	0.945439045183291	6	6	"Obesity"	"Yes"	0.1
9	0.98557809454191	6	6	"Obesity"	"Yes"	0.1
10	0.957689025430961	6	6	"Obesity"	"Yes"	0.1
11	0.973017902813299	6	6	"Obesity"	"Yes"	0.1
12	0.935620413039768	6	6	"Obesity"	"Yes"	0.1
13	0.956162876008804	6	6	"Obesity"	"Yes"	0.1
14	0.962025316455696	6	6	"Obesity"	"Yes"	0.1
15	0.951089468980183	6	6	"Obesity"	"Yes"	0.1
16	0.956445868945869	6	6	"Obesity"	"Yes"	0.1
17	0.971846946284032	6	6	"Obesity"	"Yes"	0.1
18	0.961909541230939	6	6	"Obesity"	"Yes"	0.1
19	0.98695243953767	6	6	"Obesity"	"Yes"	0.1
20	0.940702935914974	6	6	"Obesity"	"Yes"	0.1
21	0.97311655798789	6	6	"Obesity"	"Yes"	0.1
22	0.953197130380536	6	6	"Obesity"	"Yes"	0.1
23	0.942842089417432	6	6	"Obesity"	"Yes"	0.1
24	0.97359283625731	6	6	"Obesity"	"Yes"	0.1
25	0.935179719270628	6	6	"Obesity"	"Yes"	0.1
26	0.973135964912281	6	6	"Obesity"	"Yes"	0.1
27	0.961684782608696	6	6	"Obesity"	"Yes"	0.1
28	0.969185608911636	6	6	"Obesity"	"Yes"	0.1
29	0.951408090117768	6	6	"Obesity"	"Yes"	0.1
30	0.975655021834061	6	6	"Obesity"	"Yes"	0.1
1	0.965636268376121	7	7	"Obesity"	"Yes"	0.1
2	0.954221559366973	7	7	"Obesity"	"Yes"	0.1
3	0.946051423324151	7	7	"Obesity"	"Yes"	0.1
4	0.936245572609209	7	7	"Obesity"	"Yes"	0.1
5	0.958445581896552	7	7	"Obesity"	"Yes"	0.1
6	0.93947052115758	7	7	"Obesity"	"Yes"	0.1
7	0.961038523706897	7	7	"Obesity"	"Yes"	0.1
8	0.972414509206701	7	7	"Obesity"	"Yes"	0.1
9	0.972707423580786	7	7	"Obesity"	"Yes"	0.1
10	0.922203823573687	7	7	"Obesity"	"Yes"	0.1
11	0.933709918591128	7	7	"Obesity"	"Yes"	0.1
12	0.946266218756742	7	7	"Obesity"	"Yes"	0.1
13	0.939423076923077	7	7	"Obesity"	"Yes"	0.1
14	0.965545336537134	7	7	"Obesity"	"Yes"	0.1
15	0.90820959208056	7	7	"Obesity"	"Yes"	0.1
16	0.970299681429901	7	7	"Obesity"	"Yes"	0.1
17	0.930321143928739	7	7	"Obesity"	"Yes"	0.1
18	0.97162150965283	7	7	"Obesity"	"Yes"	0.1
19	0.935224283538696	7	7	"Obesity"	"Yes"	0.1
20	0.959116997792494	7	7	"Obesity"	"Yes"	0.1
21	0.949860191317145	7	7	"Obesity"	"Yes"	0.1
22	0.962935343994255	7	7	"Obesity"	"Yes"	0.1
23	0.943061955965182	7	7	"Obesity"	"Yes"	0.1
24	0.906999708615275	7	7	"Obesity"	"Yes"	0.1
25	0.962722252155172	7	7	"Obesity"	"Yes"	0.1
26	0.955998795724823	7	7	"Obesity"	"Yes"	0.1
27	0.965388848129127	7	7	"Obesity"	"Yes"	0.1
28	0.961637409200969	7	7	"Obesity"	"Yes"	0.1
29	0.954804618884441	7	7	"Obesity"	"Yes"	0.1
30	0.883471867007673	7	7	"Obesity"	"Yes"	0.1
1	0.922993852799468	8	8	"Obesity"	"Yes"	0.1
2	0.964306265984655	8	8	"Obesity"	"Yes"	0.1
3	0.952720476256403	8	8	"Obesity"	"Yes"	0.1
4	0.957306843267108	8	8	"Obesity"	"Yes"	0.1
5	0.916891163793103	8	8	"Obesity"	"Yes"	0.1
6	0.929793201220452	8	8	"Obesity"	"Yes"	0.1
7	0.916467745691663	8	8	"Obesity"	"Yes"	0.1
8	0.939754732706275	8	8	"Obesity"	"Yes"	0.1
9	0.958994430227307	8	8	"Obesity"	"Yes"	0.1
10	0.916327239430394	8	8	"Obesity"	"Yes"	0.1
11	0.949537037037037	8	8	"Obesity"	"Yes"	0.1
12	0.962230714703979	8	8	"Obesity"	"Yes"	0.1
13	0.937449412374138	8	8	"Obesity"	"Yes"	0.1
14	0.962503367456897	8	8	"Obesity"	"Yes"	0.1
15	0.960164652768557	8	8	"Obesity"	"Yes"	0.1
16	0.965045229561359	8	8	"Obesity"	"Yes"	0.1
17	0.942160132094409	8	8	"Obesity"	"Yes"	0.1
18	0.952978551620037	8	8	"Obesity"	"Yes"	0.1
19	0.952338101101954	8	8	"Obesity"	"Yes"	0.1
20	0.920367185031769	8	8	"Obesity"	"Yes"	0.1
21	0.959780565229451	8	8	"Obesity"	"Yes"	0.1
22	0.942947333444094	8	8	"Obesity"	"Yes"	0.1
23	0.967605064655172	8	8	"Obesity"	"Yes"	0.1
24	0.947855750487329	8	8	"Obesity"	"Yes"	0.1
25	0.947520235467255	8	8	"Obesity"	"Yes"	0.1
26	0.95541826096114	8	8	"Obesity"	"Yes"	0.1
27	0.9659565512999	8	8	"Obesity"	"Yes"	0.1
28	0.928046700773974	8	8	"Obesity"	"Yes"	0.1
29	0.925943800943801	8	8	"Obesity"	"Yes"	0.1
30	0.974705581157194	8	8	"Obesity"	"Yes"	0.1
1	0.978469762560672	9	9	"Obesity"	"Yes"	0.1
2	0.925842587496358	9	9	"Obesity"	"Yes"	0.1
3	0.933337214718211	9	9	"Obesity"	"Yes"	0.1
4	0.985173464603844	9	9	"Obesity"	"Yes"	0.1
5	0.939259259259259	9	9	"Obesity"	"Yes"	0.1
6	0.995903737839222	9	9	"Obesity"	"Yes"	0.1
7	0.943708201066354	9	9	"Obesity"	"Yes"	0.1
8	0.979426152012168	9	9	"Obesity"	"Yes"	0.1
9	0.955465836595063	9	9	"Obesity"	"Yes"	0.1
10	0.94880342897964	9	9	"Obesity"	"Yes"	0.1
11	0.922666479446765	9	9	"Obesity"	"Yes"	0.1
12	0.967912613073903	9	9	"Obesity"	"Yes"	0.1
13	0.964482006241887	9	9	"Obesity"	"Yes"	0.1
14	0.968200697790331	9	9	"Obesity"	"Yes"	0.1
15	0.937198870244227	9	9	"Obesity"	"Yes"	0.1
16	0.925943176525384	9	9	"Obesity"	"Yes"	0.1
17	0.913612968841495	9	9	"Obesity"	"Yes"	0.1
18	0.905751834784093	9	9	"Obesity"	"Yes"	0.1
19	0.955099812850905	9	9	"Obesity"	"Yes"	0.1
20	0.971999595905172	9	9	"Obesity"	"Yes"	0.1
21	0.946771099744246	9	9	"Obesity"	"Yes"	0.1
22	0.925597641029241	9	9	"Obesity"	"Yes"	0.1
23	0.978134571058697	9	9	"Obesity"	"Yes"	0.1
24	0.950426849939902	9	9	"Obesity"	"Yes"	0.1
25	0.937196291560102	9	9	"Obesity"	"Yes"	0.1
26	0.909421630287335	9	9	"Obesity"	"Yes"	0.1
27	0.938408556001661	9	9	"Obesity"	"Yes"	0.1
28	0.962643861892583	9	9	"Obesity"	"Yes"	0.1
29	0.99018395879323	9	9	"Obesity"	"Yes"	0.1
30	0.924048658764816	9	9	"Obesity"	"Yes"	0.1
1	0.931394660426828	10	10	"Obesity"	"Yes"	0.1
2	0.893512164691204	10	10	"Obesity"	"Yes"	0.1
3	0.932851239669422	10	10	"Obesity"	"Yes"	0.1
4	0.955561647173489	10	10	"Obesity"	"Yes"	0.1
5	0.901889143318966	10	10	"Obesity"	"Yes"	0.1
6	0.952884615384615	10	10	"Obesity"	"Yes"	0.1
7	0.955056763117818	10	10	"Obesity"	"Yes"	0.1
8	0.968622122762148	10	10	"Obesity"	"Yes"	0.1
9	0.946064814814815	10	10	"Obesity"	"Yes"	0.1
10	0.951049140381752	10	10	"Obesity"	"Yes"	0.1
11	0.947368421052632	10	10	"Obesity"	"Yes"	0.1
12	0.874220212102308	10	10	"Obesity"	"Yes"	0.1
13	0.911076975593105	10	10	"Obesity"	"Yes"	0.1
14	0.964003876505607	10	10	"Obesity"	"Yes"	0.1
15	0.949368972496726	10	10	"Obesity"	"Yes"	0.1
16	0.903082202868521	10	10	"Obesity"	"Yes"	0.1
17	0.90621266427718	10	10	"Obesity"	"Yes"	0.1
18	0.942917271948449	10	10	"Obesity"	"Yes"	0.1
19	0.929792469323664	10	10	"Obesity"	"Yes"	0.1
20	0.988719056321648	10	10	"Obesity"	"Yes"	0.1
21	0.964828044525669	10	10	"Obesity"	"Yes"	0.1
22	0.948722806352815	10	10	"Obesity"	"Yes"	0.1
23	0.929925043244282	10	10	"Obesity"	"Yes"	0.1
24	0.976197002923977	10	10	"Obesity"	"Yes"	0.1
25	0.893845907928389	10	10	"Obesity"	"Yes"	0.1
26	0.944681846537742	10	10	"Obesity"	"Yes"	0.1
27	0.912345054389072	10	10	"Obesity"	"Yes"	0.1
28	0.9252112539256	10	10	"Obesity"	"Yes"	0.1
